Index,Source,P/C,,,,Count
80,Southlake Mayor Laura Hill Courtesy photo,                              ,,,,1
81,Darren Lauber,                              ,,,,15
82,Dawn Shurmaitis Advertising Specialty Institute,Professional - institute,,,,1
83,Becky Beasley Advertising Specialty Institute,Professional - institute,,,,1
84,Trevious Hodges-Tomlinson's Twitter account,Citizen - twitter,,,,1
85,Richard W. Rodriguez AP,Professional - AP,,,,1
86,Steve Helber AP,Professional - AP,,,,1
87,Tony Gutierrez AP,Professional - AP,,,,13
88,Ryan Michalesko TNS,Professional - tns,,,,1
89,David Kent Star-Telegram,Professional - star-telegram,,,,15
90,Bob Booth,Professional - star-telegram,,,,1
91,Sharon Ellman Sharon Ellman,                              ,,,,4
92,Kathy Willens AP,Professional - AP,,,,5
93,Frank Gunn AP,Professional - AP,,,,1
94,Phelan M. Ebenhack AP archives,Professional - ap,,,,1
95,Mojo50 Mojo50,                              ,,,,1
96,Brian Gosset   bgosset@star-telegram.com,Professional - co.,,,,5
97,Courtesy John Winkler,                              ,,,,2
98,John Winkler   Courtesy photo,                              ,,,,2
99,John Winkler Courtesy photo,                              ,,,,2
100,"Greg Powers, 247Sports",Professional - sports,,,,8
101,Trinity River Vision Authority,                              ,,,,1
102,William Wilkerson,                              ,,,,1
103,Brad Loper Special to Star-Telegram,Professional - star-telegram,,,,3
104,Carla Jimenez,                              ,,,,6
105,Photo Denton County Jail,Professional - jail,,,,1
106,Ron Jenkins Special to the Star-Telegram,Professional - star-telegram,,,,1
107,Courtesy of Elbit Systems,                              ,,,,1
108,Terry Evans,Professional - star-telegram,,,,1
109,Alondra Castillo Special to the Star-Telegram,Professional - star-telegram,,,,2
110,Google Maps,Professional - google,,,,1
111,Courtesy Las Vegas Metropolitan Police Department,Professional - department,,,,1
112,Tarrant County Sheriff's Office,Professional - county,,,,3
113,Bob Booth Special to the Star-Telegram,Professional - star-telegram,,,,5
114,Joan Marcus,Professional - center,,,,1
115,Bud Kennedy   bud@star-telegram.com,Professional - co.,,,,7
116,Courtesy: Fort Worth Jail,Professional - jail,,,,3
117,Bob Haynes   Special to the Star-Telegram,Professional - star-telegram,,,,2
118,Bob Haynes Special to the Star-Telegram,Professional - star-telegram,,,,1
119,Courtesy Fort Worth school district,Professional - school,,,,3
120,North Side High School Courtesy,Professional - school,,,,1
121,Fort Bend County Sheriff's Department/Austin Police Department,Professional - county,,,,1
122,Kaley Johnson kjohnson@star-telegram.com,Professional - co.,,,,4
123,Fort Worth Police Department,Professional - department,,,,5
124,Courtesy Mark Carter,                              ,,,,2
125,Brandon Wade Special to the Star-Telegram,Professional - star-telegram,,,,2
126,Pamela Hassell AP,Professional - AP,,,,1
127,Max Faulkner mfaulkner@star-telegram.com Star-Telegram archives,Professional - co.,,,,1
128,Max Faulkner Star-Telegram archives,Professional - star-telegram,,,,1
129,Richard W. Rodriguez Star-Telegram archives,Professional - star-telegram,,,,1
130,Provided by Stephanie Gracia Stephanie Gracie,                              ,,,,1
131,Provided by Stephanie Gracia   Stephanie Gracia,                              ,,,,1
132,"Photos by Scott Fischer, Special to DFW.com",Professional - co.,,,,1
133,Courtesy: Tarrant County Jail,Professional - jail,,,,2
134,Eric Gay AP,Professional - AP,,,,2
135,City of Bedford Handout,Professional - city,,,,1
136,Jordan Ray Fort Worth Star-Telegram,Professional - star-telegram,,,,1
137,Paul Moseley pmoseley@star-telegram.com,Professional - co.,,,,6
138,Courtesy of Fort Worth Public Art,                              ,,,,1
139,David Kent Star-Telegram archives,Professional - star-telegram,,,,1
140,Courtesy of Rush Bowls,                              ,,,,1
141,Courtesy of Zero Degrees,                              ,,,,1
142,Handout photo,Citizen - handout,,,,3
143,Courtesy of Dwell Coffee & Biscuits,                              ,,,,3
144,Courtesy of Tacos Chilangos,                              ,,,,1
145,Robert Philpot   rphilpot@star-telegram.com,Professional - co.,,,,1
146,By the Horns Brewery   Courtesy,Professional - brewery,,,,1
147,Nest Coutesy photo,                              ,,,,1
148,Jeff Caplan jcaplan@star-telegram.com,Professional - co.,,,,1
149,Paul Moseley Star-Telegram,Professional - star-telegram,,,,1
150,Greg Powers   247Sports,Professional - sports,,,,5
151,247Sports,Professional - sports,,,,9
152,Steve Nurenberg   Special to the Star-Telegram,Professional - star-telegram,,,,3
153,McClatchy Company Courtesy,Professional - company,,,,1
154,Getty Images/iStockphoto,Professional - getty,,,,2
155,David Kent,Professional - AP,,,,2
156,Frank Franklin II AP Photo,Professional - ap,,,,2
157,"ROD AYDELOTTE WACO TRIBUNE HERALD, VIA AP",Professional - AP,,,,1
158,Stephen English senglish@star-telegram.com,Professional - co.,,,,2
159,Humane Society of North Texas Courtesy photo,Professional - texas,,,,2
160,Parker County Sheriff's Office Courtesy photo,Professional - county,,,,1
161,Bob Booth Special to Star-Telegram,Professional - star-telegram,,,,3
162,Lewisville Police Department Courtesy photo,Professional - department,,,,1
163,AP,Professional - AP,,,,3
164,Matthew Smith Southlake Sports Pics,Professional - sports,,,,3
165,DIEDRA LAIRD TNS,Professional - tns,,,,1
166,Star-Telegram,Professional - star-telegram,,,,4
167,Dallas County Sheriff’s Office,Professional - county,,,,1
168,Courtesy: Burleson police,Professional - police,,,,1
169,Google maps,Professional - google,,,,1
170,Hanaa' Tameez Star-Telegram,Professional - star-telegram,,,,2
171,Richard Rodriguez   Star-Telegram archives,Professional - star-telegram,,,,1
172,Richard Rodriguez Star-Telegram archives,Professional - star-telegram,,,,1
173,Fort Worth Star-Telegram Collection UT Arlington Special Collections,Professional - star-telegram,,,,3
174,W.D. Smith Commercial Photography UT Arlington Special Collections,                              ,,,,1
175,carlballou Getty Images/iStockphoto,Professional - getty,,,,1
176,Courtesy: WFAA-TV,                              ,,,,2
177,Kirsten Wheeler Courtesy,                              ,,,,1
178,David J. Phillip AP,Professional - AP,,,,1
179,Ray Carlin Ellman Photography,                              ,,,,1
180,Clarence E. Hill Jr. Star-Telegram,Professional - star-telegram,,,,4
181,Courtesy of Lelands,                              ,,,,1
182,Mike Roemer AP,Professional - AP,,,,1
183,Mel Evans AP,Professional - AP,,,,2
184,NBS,Professional - project,,,,1
185,aijohn784 Getty Images/iStockphoto,Professional - getty,,,,1
186,As seen on Google maps Googles maps,Professional - google,,,,1
187,North Crowley High School Screenshot,Professional - school,,,,1
188,Star-Telegram/Juan Guajardo   Star-Telegram/Juan Guajardo,Professional - star-telegram,,,,2
189,Hunter Townsend Consumable Content,                              ,,,,1
190,AP Photo AP Photo,Professional - ap,,,,1
191,Nichole Manna nmanna@star-telegram.com,Professional - co.,,,,3
192,Photo Google maps,Professional - google,,,,4
193,John Sleezer Kansas City Star,Professional - city,,,,1
194,Pete Leabo AP,Professional - AP,,,,1
195,FOCO/National Bobblehead Hall of Fame and Museum,Professional - museum,,,,1
196,Courtesy of the Tarrant County Jail,Professional - jail,,,,1
197,Courtesy of Concrete Cowboy,                              ,,,,1
198,Louis DeLuca AP,Professional - AP,,,,1
199,Courtesy of RA Sushi,                              ,,,,1
200,El Bolero,                              ,,,,2
201,Central Market,                              ,,,,1
202,Ross Hailey rhailey@star-telegram.com,Professional - co.,,,,1
203,B&B Butchers,                              ,,,,1
204,Markus Cohn Photogrphy,                              ,,,,1
205,Rick Mauch Special to the Star-Telegram,Professional - star-telegram,,,,3
206,Courtesy of Glacier Commercial Realty,                              ,,,,1
207,Immigration and Customs Enforcement,                              ,,,,1
208,KELLEY CHINN STAR-TELEGRAM/KELLEY CHINN,Professional - star-telegram,,,,1
209,Frederick M. Brown Getty Images,Professional - getty,,,,1
210,Jeffery Washington Star-Telegram,Professional - star-telegram,,,,1
211,Bob Levey AP,Professional - AP,,,,1
212,Carlos Osorio AP,Professional - AP,,,,4
213,David Zalubowski AP,Professional - AP,,,,1
214,"(from left to right) Melinda Hamilton, Jacqueline Craig, Jasmine Crockett, lawyer for Dorshay Morris, attend hearing on reinstatement of Sgt. Kenneth Pierce Wednesday.",Professional - state,,,,2
215,Brad Tollefson AP,Professional - AP,,,,8
216,Andres Kudacki AP Photo,Professional - ap,,,,1
217,Mike Davis The Texas Tribune,Professional - tribune,,,,1
218,Thinkstock Photos Getty Images/iStockphoto,Professional - getty,,,,1
219,R. Jeena Jacob STAR-TELEGRAM,Professional - star-telegram,,,,1
220,Jay Janner AP,Professional - AP,,,,1
221,Andrew Buckley Special to the Star-Telegram,Professional - star-telegram,,,,1
222,Courtesy: Texas Juvenile Justice Department,Professional - texas,,,,2
223,Brynn Anderson AP,Professional - AP,,,,1
224,Photo Weatherford High School website,Professional - school,,,,1
225,Texas Rangers,Professional - texas,,,,1
226,Special,Professional - the courant,,,,1
227,Shaw Sports Turf   Shaw Sports Turf,Professional - sports,,,,1
228,Shaw Sports Turf Shaw Sports Turf,Professional - sports,,,,1
229,Abraham Watkins Law Firm Courtesy,Professional - firm,,,,1
230,Abraham Watkins Law Firm   Courtesy,Professional - firm,,,,1
231,Neil Sperry Special to the Star-Telegram,Professional - star-telegram,,,,5
232,Elise Amendola AP,Professional - AP,,,,1
233,David Kent Special to Star-Telegram,Professional - star-telegram,,,,2
234,Charles Sykes Charles Sykes/Invision/AP,Professional - AP,,,,1
235,Richard W. Rodriguez Special/ Richard W. Rodriguez,                              ,,,,1
236,Denton County jail Denton County jail,Professional - jail,,,,1
237,Matt Dunham Associated Press,Professional - associated press,,,,1
238,Provided   Provided,                              ,,,,1
239,Courtesy photo Denton County Sheriff's Office,Professional - county,,,,1
240,bgosset@star-telegram.com   Brian Gosset,Professional - co.,,,,1
241,North Texas Tollway Authority,Professional - texas,,,,1
242,Courtesy: Garland police,Professional - police,,,,1
243,Courtesy: Family of Jay Torres,Citizen - family,,,,1
244,Courtesy Tarrant County Sheriff’s Office,Professional - county,,,,2
245,Jay Hinton Courtesy,                              ,,,,1
246,WFAA-TV Courtesy photo,                              ,,,,1
247,Robert Philpot rphilpot@star-telegram.com,Professional - co.,,,,1
248,Brandon Wade,Professional - star-telegram,,,,1
249,DFW.com,Professional - co.,,,,1
250,Brad Horrigan AP,Professional - AP,,,,2
251,Jill Johnson Star-Telegram archives,Professional - star-telegram,,,,1
252,Damian Dovarganes AP,Professional - AP,,,,1
253,LM Otero AP Photo,Professional - ap,,,,2
254,Visit Fort Worth,                              ,,,,2
255,Steve Wilson swilson@star-telegram.com,Professional - co.,,,,1
256,Alex Brandon AP,Professional - AP,,,,1
257,Khampha Bouaphanh kbouaphanh@star-telegram.com,Professional - co.,,,,2
258,Max Faulkner,Professional - star-telegram,,,,1
259,Courtesy of Hannah Lacamp,                              ,,,,1
260,Courtesy of Hannah Lancamp,                              ,,,,1
261,Brandon Wade Star-Telegram archives,Professional - star-telegram,,,,1
262,Handout,Citizen - handout,,,,3
263,Jeff Woo The Denton Record-Chronicle via AP,Professional - AP,,,,1
264,Pat Sullivan AP,Professional - AP,,,,1
265,Courtesy: Parker County Jail,Professional - jail,,,,1
266,Courtesy: Texas and Southwestern Cattle Raisers Assocation,Professional - texas,,,,1
267,Brad Tollefson Associated Press,Professional - associated press,,,,1
268,Courtesy: Mesquite police,Professional - police,,,,1
269,Andrew Ivins   247Sports,Professional - sports,,,,2
270,Mike Roach   247Sports,Professional - sports,,,,1
271,Panini America,                              ,,,,1
272,Brett Coomer AP,Professional - AP,,,,2
273,Google Maps Courtesy photo,Professional - google,,,,3
274,Courtesy photo Google Maps,Professional - google,,,,1
275,Aaron Lucero Courrtesy,                              ,,,,1
276,Aaron Lucero   Courtesy,                              ,,,,1
277,KXAS Video screengrab,                              ,,,,1
278,Matthew Smith   Courtesy,                              ,,,,1
279,Eric Zarate ezarate@star-telegram.com,Professional - co.,,,,1
280,Brian Gosset Bgosset@star-telegram.com,Professional - co.,,,,1
281,NBAE/Getty Images,Professional - getty,,,,1
282,Courtesy: Grand Prairie police,Professional - police,,,,1
283,Weatherford College Courtesy,Professional - college,,,,2
284,Khampha Bouaphanh   kbouaphanh@star-telegram.com,Professional - co.,,,,1
285,Kent Evans Kent Evans Photography,                              ,,,,1
286,Courtesy: Grapevine fire department,Professional - department,,,,1
287,John Locher AP,Professional - AP,,,,1
288,Courtesy photo,Professional - department,,,,2
