Index,Source,P/C,,,,Count
33,"(front) of Rock Town River Outfitters and Greg Johnson of Little Rock Boat Builders Supply will teach a workshop on building wooden boats, starting Wednesday in Ellis’ shop in Oppenheimer Market Hall at the Little Rock River Market.

 - 
                        Photo by Cary Jenkins",                              ,,,,1
34,"(left) is joined by House Speaker Matthew Shepherd on Jan. 30 as he announces his “5.9 plan” for cutting income-tax rates.  - 
                        Photo by Mitchell PE Masilun",                              ,,,,1
35,"Photo by 
                                  
                                  Arkansas Secretary of State
                                  Larry Teague",Professional - state,,,,1
36,Photo by Bobby Ampezzan,                              ,,,,2
37,"/BEN GOFF @NWABENGOFF
Workers use heavy equipment to excavate Thursday, Jan. 24, 2019, at the stump dump site on Trafalgar Road in Bella Vista.",                              ,,,,1
38,Photo provided by the Bryant Police Departmen                                ,Professional - police,,,,1
39,/Jeff Roberson),Professional - ap,,,,1
40,/KIRK MONTGOMERY),                              ,,,,1
41,/STATON BREIDENTHAL),                              ,,,,1
42,/John Bazemore),Professional - ap,,,,1
43,/Steve Luciano),Professional - ap,,,,1
44,"/CHARLIE KAIJO Construction workers Ramon Herndez, Mateo Carmona and Luis Recinos (from left) build a wall in December at the site of the new U.S. Marshals Museum in Fort Smith. The building is expected to be completed by September. A special election will be held in March to help finish the museum and exhibits.",Professional - construction,,,,1
45,(right) and quarterback Tom Brady are 5-3 in Super Bowls together entering Sunday.,                              ,,,,1
46,Photo by Yell County sheriff's office,Professional - county,,,,1
47,Photo by Faulkner County Sheriff's Office,Professional - county,,,,1
48,"/JASON IVESTER
Players circulate the gaming floor on Tuesday, Jan. 17, 2017, during the grand opening of a new Cherokee Casino in Grove, Okla.",                              ,,,,1
49,Photo by Bill Bowden,                              ,,,,1
50,"/JENNIFER CHRISTMAN
The Movie Tavern in Little Rock",                              ,,,,1
51,(Photo courtesy Crafton Tull),                              ,,,,1
52,(Photo by Trisha Holt),                              ,,,,1
53,(right) are getting White House promotions.,                              ,,,,1
54,Photo by Benjamin Krain,                              ,,,,2
55,(Photo courtesy Harding University),Professional - university,,,,1
56,Photo by Clara Turnage,                              ,,,,1
57,/Old Wire Road near the intersection with East Randall Wobbe Lane in Springdale.,                              ,,,,1
58,Photo by Submitted photo,Citizen - submitted,,,,1
59,/J.T. WAMPLER Veterans Healthcare of the Ozarks July 2018.,Professional - healthcare,,,,1
60,Photo courtesy of Arkansas Game and Fish Commission,                              ,,,,1
61,Photo by Bryan Hendricks,                              ,,,,1
62,Photo by Josh  Snyder,                              ,,,,1
63,(Courtesy of Chanley Painter),Professional - painter,,,,1
64,Photo by Frank E. Lockwood,                              ,,,,1
65,/Brad Tollefson),                              ,,,,1
66,"/Richard Vogel, File)",Professional - file,,,,1
