Index,Source,P/C,,,,Count
182,(Alexa Welch Edlund/Richmond Times-Dispatch via AP),Professional - ap,,,,1
183,(Curtis Compton/Atlanta Journal-Constitution via AP),Professional - ap,,,,1
184,(NOAA satellite photo via Forum News Service),Professional - noaa,,,,1
185,(Special to the Pioneer Press: Craig Lassig),Professional - pioneer press,,,,16
186,(Courtesy of Chisago County sheriff’s office),Professional - county,,,,1
187,(Julio Ojeda-Zapata / Pioneer Press),Professional - pioneer press,,,,8
188,(Photo by Justin Cox),Professional - co.,,,,1
189,(University of Minnesota Athletics),Professional - university,,,,1
190,(AP Photo/Carlos Osorio),Professional - ap,,,,1
191,(AP Photo/Tony Gutierrez),Professional - ap,,,,1
192,(Courtesy of St. Paul Police Department),Professional - department,,,,3
193,(Courtesy of St. Croix County sheriff’s office),Professional - county,,,,1
194,(Brad Rempel / University of Minnesota Athletics),Professional - university,,,,1
195,(courtesy photos),                              ,,,,1
196,(Photo by Dan Norman),                              ,,,,2
197,(Nancy Lane/MediaNews Group/Boston Herald),Professional - media,,,,2
198,(Sherri LaRose-Chiglo / Pioneer Press),Professional - pioneer press,,,,1
199,(courtesy of Sokim Allen,                              ,,,,1
200,(Courtesy of American Girl),Professional - american,,,,1
201,(Carolyn Kaster / Pioneer Press),Professional - pioneer press,,,,1
202,(AP Photo/Carlos Giusti),Professional - ap,,,,1
203,(AP Photo/LM Otero),Professional - ap,,,,1
204,(Jonathan Hayward/The Canadian Press via AP),Professional - ap,,,,1
205,(AP Photo/Patrick Semansky),Professional - ap,,,,1
206,(Ryan Remiorz/The Canadian Press via AP),Professional - ap,,,,1
207,(AP Photo/Jae C. Hong),Professional - ap,,,,2
208,(AP Photo/Jeff Baenen),Professional - ap,,,,1
209,(AP Photo/Carrie Antlfinger),Professional - ap,,,,1
210,(Photo by Scott Robert Ritchie),                              ,,,,1
211,(Hillary Levin/St. Louis Post-Dispatch/TNS),Professional - tns,,,,1
212,(Courtesy of First Presbyterian Church),Professional - church,,,,1
213,(AP Photo/Evan Vucci),Professional - ap,,,,2
214,(AP Photo/Christophe Ena),Professional - ap,,,,1
215,(Amanda Daley / Minnesota Twins),Professional - minnesota twins,,,,1
216,(Sundance Institute),Professional - institute,,,,1
217,(Lisa Legge / Pioneer Press),Professional - pioneer press,,,,9
218,(Steve Kuchera / Forum News Service),Professional - news,,,,5
219,(Pioneer Press / John Autey),Professional - pioneer press,,,,1
220,(Mara Gottfried / Pioneer Press),Professional - pioneer press,,,,1
221,(Pioneer Press: Chris Polydoroff),Professional - pioneer press,,,,1
222,(Photo by Nick Otto for the Washington Post),Professional - washington post,,,,3
223,(Stacy Zarin Goldberg / For the Washington Post),Professional - washington post,,,,1
224,"(AP Photo/Noah Berger, File)",Professional - file,,,,1
225,(AP Photo/Rick Bowmer),Professional - ap,,,,1
226,(Frederick Melo / Pioneer Press),Professional - pioneer press,,,,1
227,(Photo by Deen Van Meer / Disney),Professional - disney,,,,1
228,(Courtesy of TackleBar Football),Professional - football,,,,2
229,(Courtesy of the Washington County Sheriff’s Office),Professional - county,,,,1
230,(Courtesy of Iowa State University Extension),Professional - university,,,,1
231,(Dane Mizutani / Pioneer Press),Professional - pioneer press,,,,1
232,(Courtesy of Alicia J. Rose),                              ,,,,1
233,(Courtesy of Atlantic Records),Professional - record,,,,1
234,(Courtesy of Warner Bros. and Imperial War Museum),Professional - warner bros,,,,1
235,(Courtesy of the Dakota County Sheriff’s Office),Professional - county,,,,1
236,(Photo by Richard Rodriguez/Getty Images),Professional - getty,,,,1
237,(Courtesy of Ames Construction),Professional - construction,,,,1
238,(Zach Johnson / Instagram @mnmillennialfarmer),Citizen - instagram,,,,1
239,(Columbia Pictures),Professional - columbia,,,,1
240,"(Courtesy of Ros Remlinger Jan. 29, 2019)",                              ,,,,1
241,"(Courtesy of Penny Nelson Jan. 29, 2019)",                              ,,,,1
242,"(Courtesy of Elliot Williams Jan. 29, 2019)",                              ,,,,1
243,"(Courtesy of Susan Erickson Jan. 29, 2019)",                              ,,,,1
244,"(Courtesy of Elizabeth Jensen Jan. 29, 2019)",                              ,,,,1
245,"(Courtesy of Melissa Davis Jan. 29, 2019)",                              ,,,,1
246,"(Courtesy of Toni Shearer Jan. 29, 2019)",                              ,,,,1
247,(AP Photo/Mark Reis),Professional - ap,,,,1
248,(AP Photo/Rick Danzl),Professional - ap,,,,1
249,(Photo courtesy of Ice Castles),Professional - ice,,,,1
250,(AP Photo/Sue Ogrocki),Professional - ap,,,,1
251,(Photo by Theo Wargo/Getty Images for Zac Brown Band),Professional - getty,,,,1
252,(Jeff McIntosh/The Canadian Press via AP),Professional - ap,,,,1
253,(Courtesy Minnesota State Fair),Professional - state,,,,1
254,(Lisa Legge / Pioneer Press.),Professional - pioneer press,,,,1
255,(Daniel McFadden / Universal),                              ,,,,1
256,(Jonny Cournoyer / Paramount Pictures),Professional - paramount pictures,,,,1
257,(Paramount Pictures),Professional - paramount pictures,,,,1
258,(Neal Preston/Warner Bros. via AP),Professional - ap,,,,1
259,(Universal Pictures via AP),Professional - ap,,,,1
260,(Pioneer Press: John Autey),Professional - pioneer press,,,,1
261,(Courtesy of Bruce White),                              ,,,,1
262,(TNT/TNS),Professional - tnt,,,,1
263,(Courtesy of William M. Gurstelle),                              ,,,,3
264,(Courtesy of the Polk County Sheriff’s office),Professional - county,,,,1
265,(Linda Gassenheimer/TNS),Professional - tns,,,,1
266,(Photo by Matt Sayles/Invision/AP),Professional - ap,,,,1
267,(Courtesy of the St. Paul Winter Carnival),                              ,,,,4
268,(Courtesy of Minnesota Department of Health),Professional - department,,,,1
269,(John Doman / Pioneer Press),Professional - pioneer press,,,,1
270,(Survival Media Agency via AP),Professional - ap,,,,1
271,(AP Photo/Gregory Bull),Professional - ap,,,,1
272,(Courtesy of the Minnesota State Patrol),Professional - state,,,,2
273,(Pat Christman/The Free Press via AP),Professional - ap,,,,8
274,(Adam Rogan/The Journal Times via AP),Professional - ap,,,,2
275,(Courtesy of the Anoka County Sheriff’s Office),Professional - county,,,,1
276,(Courtesy of Netflix),Professional - netflix,,,,1
277,(Photo by Kaapo Kamu),                              ,,,,1
278,(Pioneer Press: Holly Peterson),Professional - pioneer press,,,,1
279,"(AP Photo/Alex Brandon, File)",Professional - file,,,,1
280,(Courtesy of Hugo Fire Department),Professional - department,,,,1
281,(Photo by Mike Coppola/Getty Images),Professional - getty,,,,1
282,(Photo from the Minnesota Department of Natural Resources),Professional - department,,,,1
283,(Courtesy of the Minnesota DNR),                              ,,,,1
284,( Spence Hollstadt / Pioneer Press),Professional - pioneer press,,,,1
285,"(Courtesy of the Officer Down Memorial Page, Inc.)",Professional - inc.,,,,1
286,(Photo by Cory Weaver),                              ,,,,1
287,"(AP Photo/Jim Mone, File)",Professional - file,,,,1
288,(AP Photo/Beth J. Harpaz),Professional - ap,,,,1
289,(Courtesy of the St. Paul Police Department),Professional - department,,,,1
290,(Courtesy of Ruben Rosario),                              ,,,,1
